token,key,train_document_frequency,test_document_frequency
gene=CKAP4|family=substitution:missense,family,33,37
gene=CKAP4|subfamily=missense,subfamily,33,37
gene=CYP26B1|family=substitution:missense,family,33,37
gene=CYP26B1|subfamily=missense,subfamily,33,37
gene=HGFAC|family=substitution:missense,family,33,37
gene=HGFAC|subfamily=missense,subfamily,33,37
gene=ABCB9|family=substitution:missense,family,29,37
gene=ABCB9|subfamily=missense,subfamily,29,37
gene=LOXL2|family=substitution:no_change,family,29,37
gene=LOXL2|subfamily=no_change,subfamily,29,37
gene=EPS8L2|family=substitution:missense,family,26,37
gene=EPS8L2|subfamily=missense,subfamily,26,37
gene=BAG3|family=substitution:missense,family,24,37
gene=BAG3|subfamily=missense,subfamily,24,37
gene=DMPK|family=substitution:missense,family,19,37
gene=DMPK|subfamily=missense,subfamily,19,37
gene=KHSRP|family=substitution:missense,family,17,37
gene=KHSRP|subfamily=missense,subfamily,17,37
gene=HMMR|position_bin=601-700,position_bin,12,37
gene=BMPR2|position_bin=501-600,position_bin,11,37
gene=FGD4|position_bin=401-500,position_bin,10,37
gene=MLH1|position_bin=101-200,position_bin,10,37
gene=PFKP|position_bin=301-400,position_bin,9,37
gene=IL16|position_bin=501-600,position_bin,8,37
gene=ATF5|position_bin=101-200,position_bin,7,37
gene=KDM6B|position_bin=601-700,position_bin,5,37
gene=MLH1|position_bin=301-400,position_bin,3,37
gene=NFAT5|position_bin=1-100,position_bin,3,37
gene=ALMS1|aa_transition=M>L,aa_transition,2,37
gene=CDKN1C|position_bin=201-300,position_bin,2,37
gene=AHNAK|aa_transition=N>N,aa_transition,1,37
gene=ALMS1|family=substitution:start_codon_affected,family,0,37
gene=ALMS1|subfamily=start_codon_affected,subfamily,0,37
gene=CASP8AP2|family=substitution:missense,family,0,37
gene=CASP8AP2|subfamily=missense,subfamily,0,37
gene=CEL|aa_transition=T>P,aa_transition,0,37
gene=GUCY1B1|family=substitution:missense,family,0,37
gene=GUCY1B1|subfamily=missense,subfamily,0,37
gene=PRKDC|frameshift_grammar=ref_position_alt,frameshift_grammar,0,37
gene=PRKDC|subfamily=ref_position_alt,subfamily,0,37
gene=SEMA3B|family=substitution:missense,family,0,37
gene=SEMA3B|subfamily=missense,subfamily,0,37
gene=SLC25A28|position_bin=1-100,position_bin,0,37
gene=USH1C|position_bin=601-700,position_bin,0,37
gene=ACHE|family=substitution:missense,family,36,29
gene=ACHE|subfamily=missense,subfamily,36,29
gene=ACKR3|family=substitution:missense,family,36,22
gene=ACKR3|subfamily=missense,subfamily,36,22
gene=ACVRL1|family=substitution:missense,family,36,16
gene=ACVRL1|subfamily=missense,subfamily,36,16
gene=ADAM17|family=substitution:missense,family,36,27
gene=ADAM17|subfamily=missense,subfamily,36,27
gene=ALCAM|family=substitution:missense,family,36,16
gene=ALCAM|subfamily=missense,subfamily,36,16
gene=ALS2|family=substitution:no_change,family,36,23
gene=ALS2|subfamily=no_change,subfamily,36,23
gene=B3GAT1|family=substitution:missense,family,36,36
gene=B3GAT1|subfamily=missense,subfamily,36,36
gene=BCAN|subfamily=no_change,subfamily,36,22
gene=CBFA2T3|family=substitution:missense,family,36,33
gene=CBFA2T3|subfamily=missense,subfamily,36,33
gene=CDH8|position_bin=401-500,position_bin,36,13
gene=CDK5RAP2|family=substitution:no_change,family,36,27
gene=CDK5RAP2|subfamily=no_change,subfamily,36,27
gene=CKAP5|family=substitution:no_change,family,36,22
gene=CKAP5|subfamily=no_change,subfamily,36,22
gene=CLVS1|position_bin=101-200,position_bin,36,17
gene=CNTROB|family=substitution:missense,family,36,30
gene=CNTROB|subfamily=missense,subfamily,36,30
gene=CR2|family=substitution:no_change,family,36,15
gene=CR2|subfamily=no_change,subfamily,36,15
gene=CTSE|family=substitution:missense,family,36,13
gene=CTSE|subfamily=missense,subfamily,36,13
gene=CUL5|family=substitution:missense,family,36,26
gene=CUL5|subfamily=missense,subfamily,36,26
gene=DDX10|family=substitution:missense,family,36,27
gene=DDX10|subfamily=missense,subfamily,36,27
gene=DEPDC1|family=substitution:missense,family,36,31
gene=DEPDC1|subfamily=missense,subfamily,36,31
gene=DMD|family=substitution:nonsense,family,36,18
gene=DMD|subfamily=nonsense,subfamily,36,18
gene=EFEMP1|family=substitution:missense,family,36,26
gene=EFEMP1|subfamily=missense,subfamily,36,26
gene=EGFR|position_bin=301-400,position_bin,36,14
gene=FKBP5|family=substitution:missense,family,36,17
gene=FKBP5|subfamily=missense,subfamily,36,17
gene=GABBR1|family=substitution:no_change,family,36,16
gene=GABBR1|subfamily=no_change,subfamily,36,16
gene=GAL3ST1|family=substitution:missense,family,36,34
gene=GAL3ST1|subfamily=missense,subfamily,36,34
gene=GBE1|family=substitution:missense,family,36,26
gene=GBE1|subfamily=missense,subfamily,36,26
gene=HRC|family=substitution:no_change,family,36,21
gene=HRC|subfamily=no_change,subfamily,36,21
gene=HSPA1L|family=substitution:no_change,family,36,18
gene=HSPA1L|subfamily=no_change,subfamily,36,18
gene=HTR5A|position_bin=101-200,position_bin,36,23
gene=IPO4|family=substitution:missense,family,36,35
gene=IPO4|subfamily=missense,subfamily,36,35
gene=IRF4|family=substitution:missense,family,36,25
gene=IRF4|subfamily=missense,subfamily,36,25
gene=KEL|position_bin=301-400,position_bin,36,14
gene=KIF23|family=substitution:missense,family,36,34
gene=KIF23|subfamily=missense,subfamily,36,34
gene=KMT2D|aa_transition=Q>STOP,aa_transition,36,9
gene=KRT4|position_bin=1-100,position_bin,36,16
gene=LCP2|family=substitution:missense,family,36,33
gene=LCP2|subfamily=missense,subfamily,36,33
gene=MCM5|family=substitution:missense,family,36,25
gene=MCM5|subfamily=missense,subfamily,36,25
gene=MEF2C|family=substitution:missense,family,36,24
gene=MEF2C|subfamily=missense,subfamily,36,24
gene=MFN2|family=substitution:missense,family,36,31
gene=MFN2|subfamily=missense,subfamily,36,31
gene=MFSD6|family=substitution:missense,family,36,34
gene=MFSD6|subfamily=missense,subfamily,36,34
gene=MYH1|position_bin=701-800,position_bin,36,5
gene=NAB2|family=substitution:missense,family,36,24
gene=NAB2|subfamily=missense,subfamily,36,24
gene=NASP|family=substitution:missense,family,36,29
gene=NASP|subfamily=missense,subfamily,36,29
gene=NCAPH|family=substitution:missense,family,36,35
gene=NCAPH|subfamily=missense,subfamily,36,35
gene=NOLC1|family=substitution:missense,family,36,26
gene=NOLC1|subfamily=missense,subfamily,36,26
gene=NOP56|family=substitution:missense,family,36,30
gene=NOP56|subfamily=missense,subfamily,36,30
gene=P2RY1|family=substitution:missense,family,36,21
gene=P2RY1|subfamily=missense,subfamily,36,21
gene=PABPC4|family=substitution:missense,family,36,17
gene=PABPC4|subfamily=missense,subfamily,36,17
gene=PARP12|family=substitution:missense,family,36,30
gene=PARP12|subfamily=missense,subfamily,36,30
gene=PCLO|aa_transition=P>S,aa_transition,36,7
gene=PCLO|position_bin=3601-3700,position_bin,36,4
gene=PDGFC|family=substitution:missense,family,36,18
gene=PDGFC|subfamily=missense,subfamily,36,18
gene=PRKCH|family=substitution:missense,family,36,26
gene=PRKCH|subfamily=missense,subfamily,36,26
gene=RPL22|frameshift_grammar=short_ref_position,frameshift_grammar,36,10
gene=RPL22|subfamily=short_ref_position,subfamily,36,10
gene=RYR1|aa_transition=L>L,aa_transition,36,9
gene=SEC14L1|family=substitution:missense,family,36,33
gene=SEC14L1|subfamily=missense,subfamily,36,33
gene=SEMA4D|family=substitution:no_change,family,36,27
gene=SEMA4D|subfamily=no_change,subfamily,36,27
gene=SFMBT1|family=substitution:missense,family,36,26
gene=SFMBT1|subfamily=missense,subfamily,36,26
gene=SMOX|family=substitution:missense,family,36,25
gene=SMOX|subfamily=missense,subfamily,36,25
gene=SPRED2|family=substitution:missense,family,36,21
gene=SPRED2|subfamily=missense,subfamily,36,21
gene=SPTA1|aa_transition=E>K,aa_transition,36,11
gene=STAT2|family=substitution:missense,family,36,26
gene=STAT2|subfamily=missense,subfamily,36,26
gene=SYT12|family=substitution:missense,family,36,33
gene=SYT12|subfamily=missense,subfamily,36,33
gene=TDRD7|family=substitution:missense,family,36,35
gene=TDRD7|subfamily=missense,subfamily,36,35
gene=TP53|aa_transition=E>K,aa_transition,36,10
gene=TP63|position_bin=301-400,position_bin,36,30
gene=UBC|family=substitution:missense,family,36,18
gene=UBC|subfamily=missense,subfamily,36,18
gene=USP16|family=substitution:missense,family,36,31
gene=USP16|subfamily=missense,subfamily,36,31
gene=WLS|family=substitution:missense,family,36,27
gene=WLS|subfamily=missense,subfamily,36,27
gene=IGSF3|family=substitution:no_change,family,35,36
gene=IGSF3|subfamily=no_change,subfamily,35,36
gene=NADSYN1|family=substitution:missense,family,34,36
gene=NADSYN1|subfamily=missense,subfamily,34,36
gene=RALGDS|family=substitution:missense,family,33,36
gene=RALGDS|subfamily=missense,subfamily,33,36
gene=LSS|family=substitution:missense,family,31,36
gene=LSS|subfamily=missense,subfamily,31,36
gene=ARAP3|subfamily=no_change,subfamily,29,36
gene=DMP1|family=substitution:missense,family,29,36
gene=DMP1|subfamily=missense,subfamily,29,36
gene=KHNYN|family=substitution:missense,family,29,36
gene=KHNYN|subfamily=missense,subfamily,29,36
gene=ARAP3|family=substitution:no_change,family,28,36
gene=KAT2A|family=substitution:missense,family,28,36
gene=KAT2A|subfamily=missense,subfamily,28,36
gene=PKP3|family=substitution:missense,family,28,36
gene=PKP3|subfamily=missense,subfamily,28,36
gene=AKT3|family=substitution:missense,family,27,36
gene=AKT3|subfamily=missense,subfamily,27,36
gene=MAP3K11|family=substitution:missense,family,24,36
gene=MAP3K11|subfamily=missense,subfamily,24,36
gene=ZBTB17|family=substitution:missense,family,24,36
gene=ZBTB17|subfamily=missense,subfamily,24,36
gene=AK2|position_bin=101-200,position_bin,23,36
gene=TAP2|family=substitution:missense,family,23,36
gene=TAP2|subfamily=missense,subfamily,23,36
gene=HIPK2|family=substitution:no_change,family,22,36
gene=HIPK2|subfamily=no_change,subfamily,22,36
gene=TMPO|family=substitution:missense,family,22,36
gene=TMPO|subfamily=missense,subfamily,22,36
gene=ARPP21|position_bin=401-500,position_bin,18,36
gene=PMEPA1|position_bin=101-200,position_bin,16,36
gene=MAP3K11|position_bin=1-100,position_bin,12,36
gene=NTRK3|position_bin=1-100,position_bin,12,36
gene=ABR|position_bin=1-100,position_bin,11,36
gene=ERBB2|position_bin=601-700,position_bin,11,36
gene=FGD4|position_bin=301-400,position_bin,11,36
gene=NFASC|position_bin=1001-1100,position_bin,11,36
gene=AHNAK|position_bin=1801-1900,position_bin,10,36
gene=COL6A3|position_bin=601-700,position_bin,10,36
gene=MAPT|position_bin=301-400,position_bin,10,36
gene=SEC31A|family=frameshift,family,10,36
gene=SEC31A|parse_status=partial,parse_status,10,36
gene=E2F4|position_bin=301-400,position_bin,9,36
gene=IDUA|position_bin=201-300,position_bin,9,36
gene=TAF1C|position_bin=401-500,position_bin,9,36
gene=TCHH|aa_transition=E>E,aa_transition,8,36
gene=RTN3|position_bin=201-300,position_bin,7,36
gene=TCHH|aa_transition=E>D,aa_transition,7,36
gene=HLA-B|aa_transition=P>P,aa_transition,4,36
gene=KCNK15|family=substitution:missense,family,4,36
gene=KCNK15|subfamily=missense,subfamily,4,36
gene=KCNMA1|position_bin=1-100,position_bin,4,36
gene=SVIL|aa_transition=M>T,aa_transition,4,36
gene=KLF2|position_bin=1-100,position_bin,1,36
gene=ATXN1|family=deletion,family,0,36
gene=CASP5|frameshift_first_new_aa=G,frameshift_first_new_aa,0,36
gene=MAP3K20|family=substitution:missense,family,0,36
gene=MAP3K20|subfamily=missense,subfamily,0,36
gene=SEPTIN4|family=substitution:missense,family,0,36
gene=SEPTIN4|subfamily=missense,subfamily,0,36
gene=ABCA6|subfamily=no_change,subfamily,35,15
gene=ABCB8|family=substitution:missense,family,35,25
gene=ABCB8|subfamily=missense,subfamily,35,25
gene=ACOX2|family=substitution:missense,family,35,27
gene=ACOX2|subfamily=missense,subfamily,35,27
gene=ADAM9|family=substitution:missense,family,35,35
gene=ADAM9|subfamily=missense,subfamily,35,35
gene=AIFM1|family=substitution:missense,family,35,20
gene=AIFM1|subfamily=missense,subfamily,35,20
gene=AKAP1|family=substitution:missense,family,35,29
gene=AKAP1|subfamily=missense,subfamily,35,29
gene=ALOX15|family=substitution:missense,family,35,22
gene=ALOX15|subfamily=missense,subfamily,35,22
gene=ARFGEF2|family=substitution:no_change,family,35,31
gene=ARFGEF2|subfamily=no_change,subfamily,35,31
gene=ATP6V0A4|family=substitution:no_change,family,35,26
gene=ATP6V0A4|subfamily=no_change,subfamily,35,26
gene=BCAN|family=substitution:no_change,family,35,22
gene=BMPR1B|family=substitution:missense,family,35,29
gene=BMPR1B|subfamily=missense,subfamily,35,29
gene=BRAF|position_bin=401-500,position_bin,35,28
gene=BRS3|family=substitution:missense,family,35,15
gene=BRS3|subfamily=missense,subfamily,35,15
gene=BTBD3|family=substitution:missense,family,35,21
gene=BTBD3|subfamily=missense,subfamily,35,21
gene=C2|family=substitution:missense,family,35,31
gene=C2|subfamily=missense,subfamily,35,31
gene=CCR1|family=substitution:missense,family,35,19
gene=CCR1|subfamily=missense,subfamily,35,19
gene=CCR2|family=substitution:missense,family,35,26
gene=CCR2|subfamily=missense,subfamily,35,26
gene=CCT5|family=substitution:missense,family,35,21
gene=CCT5|subfamily=missense,subfamily,35,21
gene=CHST1|position_bin=201-300,position_bin,35,16
gene=CLDN16|family=substitution:missense,family,35,15
gene=CLDN16|subfamily=missense,subfamily,35,15
gene=COL5A1|position_bin=401-500,position_bin,35,11
gene=DNTTIP2|family=substitution:missense,family,35,26
gene=DNTTIP2|subfamily=missense,subfamily,35,26
gene=DPYD|family=substitution:no_change,family,35,24
gene=DPYD|subfamily=no_change,subfamily,35,24
gene=EIF2AK1|family=substitution:missense,family,35,25
gene=EIF2AK1|subfamily=missense,subfamily,35,25
gene=ELF4|family=substitution:missense,family,35,18
gene=ELF4|subfamily=missense,subfamily,35,18
gene=EPB41|family=substitution:missense,family,35,31
gene=EPB41|subfamily=missense,subfamily,35,31
gene=FARP1|family=substitution:no_change,family,35,27
gene=FARP1|subfamily=no_change,subfamily,35,27
gene=FOXJ2|family=substitution:missense,family,35,25
gene=FOXJ2|subfamily=missense,subfamily,35,25
gene=FOXO4|family=substitution:missense,family,35,26
gene=FOXO4|subfamily=missense,subfamily,35,26
gene=FUT8|family=substitution:missense,family,35,32
gene=FUT8|subfamily=missense,subfamily,35,32
gene=GBP2|family=substitution:missense,family,35,25
gene=GBP2|subfamily=missense,subfamily,35,25
gene=GP2|family=substitution:no_change,family,35,17
gene=GP2|subfamily=no_change,subfamily,35,17
gene=GUSB|family=substitution:missense,family,35,21
gene=GUSB|subfamily=missense,subfamily,35,21
gene=HMGCR|family=substitution:missense,family,35,34
gene=HMGCR|subfamily=missense,subfamily,35,34
gene=HS6ST2|family=substitution:missense,family,35,27
gene=HS6ST2|subfamily=missense,subfamily,35,27
gene=HSP90B1|family=substitution:missense,family,35,25
gene=HSP90B1|subfamily=missense,subfamily,35,25
gene=HSPA5|family=substitution:missense,family,35,24
gene=HSPA5|subfamily=missense,subfamily,35,24
gene=HSPH1|family=substitution:missense,family,35,33
gene=HSPH1|subfamily=missense,subfamily,35,33
gene=ICAM5|family=substitution:missense,family,35,33
gene=ICAM5|subfamily=missense,subfamily,35,33
gene=IL2RB|family=substitution:missense,family,35,23
gene=IL2RB|subfamily=missense,subfamily,35,23
gene=ISL1|family=substitution:missense,family,35,24
gene=ISL1|subfamily=missense,subfamily,35,24
gene=ITGA4|family=substitution:no_change,family,35,25
gene=ITGA4|subfamily=no_change,subfamily,35,25
gene=ITIH1|family=substitution:no_change,family,35,28
gene=ITIH1|subfamily=no_change,subfamily,35,28
gene=LAD1|family=substitution:missense,family,35,29
gene=LAD1|subfamily=missense,subfamily,35,29
gene=LEF1|family=substitution:missense,family,35,26
gene=LEF1|subfamily=missense,subfamily,35,26
gene=LLGL2|family=substitution:no_change,family,35,17
gene=LLGL2|subfamily=no_change,subfamily,35,17
gene=MADD|family=substitution:no_change,family,35,22
gene=MADD|subfamily=no_change,subfamily,35,22
gene=MCM2|family=substitution:no_change,family,35,15
gene=MCM2|subfamily=no_change,subfamily,35,15
gene=ME2|family=substitution:missense,family,35,24
gene=ME2|subfamily=missense,subfamily,35,24
gene=MMP1|family=substitution:missense,family,35,24
gene=MMP1|subfamily=missense,subfamily,35,24
gene=MPPED2|family=substitution:missense,family,35,21
gene=MPPED2|subfamily=missense,subfamily,35,21
gene=MSH2|family=substitution:missense,family,35,27
gene=MSH2|subfamily=missense,subfamily,35,27
gene=NBN|family=substitution:missense,family,35,30
gene=NBN|subfamily=missense,subfamily,35,30
gene=NCL|family=substitution:missense,family,35,25
gene=NCL|subfamily=missense,subfamily,35,25
gene=NCOA6|position_bin=201-300,position_bin,35,26
gene=NOS2|family=substitution:no_change,family,35,31
gene=NOS2|subfamily=no_change,subfamily,35,31
gene=P4HA2|family=substitution:missense,family,35,27
gene=P4HA2|subfamily=missense,subfamily,35,27
gene=PDHA2|position_bin=201-300,position_bin,35,21
gene=PLEK|family=substitution:missense,family,35,22
gene=PLEK|subfamily=missense,subfamily,35,22
gene=PREP|family=substitution:missense,family,35,24
gene=PREP|subfamily=missense,subfamily,35,24
gene=PRMT5|family=substitution:missense,family,35,22
gene=PRMT5|subfamily=missense,subfamily,35,22
gene=PRPF3|family=substitution:missense,family,35,25
gene=PRPF3|subfamily=missense,subfamily,35,25
gene=PTEN|frameshift_grammar=ref_alt_before_position,frameshift_grammar,35,10
gene=PTEN|subfamily=ref_alt_before_position,subfamily,35,10
gene=RB1|frameshift_grammar=short_ref_position,frameshift_grammar,35,4
gene=RB1|subfamily=short_ref_position,subfamily,35,4
gene=RHAG|family=substitution:missense,family,35,22
gene=RHAG|subfamily=missense,subfamily,35,22
gene=RRAD|family=substitution:missense,family,35,20
gene=RRAD|subfamily=missense,subfamily,35,20
gene=SGCG|family=substitution:missense,family,35,17
gene=SGCG|subfamily=missense,subfamily,35,17
gene=SLC23A1|family=substitution:missense,family,35,21
gene=SLC23A1|subfamily=missense,subfamily,35,21
gene=SLC24A3|family=substitution:no_change,family,35,27
gene=SLC24A3|subfamily=no_change,subfamily,35,27
gene=SLC2A2|family=substitution:missense,family,35,24
gene=SLC2A2|subfamily=missense,subfamily,35,24
gene=SLC7A1|family=substitution:missense,family,35,26
gene=SLC7A1|subfamily=missense,subfamily,35,26
gene=SPOP|position_bin=101-200,position_bin,35,17
gene=TATDN2|family=substitution:missense,family,35,26
gene=TATDN2|subfamily=missense,subfamily,35,26
gene=TCP11|family=substitution:missense,family,35,27
gene=TCP11|subfamily=missense,subfamily,35,27
gene=TEAD4|family=substitution:missense,family,35,27
gene=TEAD4|subfamily=missense,subfamily,35,27
gene=TLE4|family=substitution:no_change,family,35,22
gene=TLE4|subfamily=no_change,subfamily,35,22
gene=TRIM58|position_bin=301-400,position_bin,35,18
gene=TUBA3C|position_bin=101-200,position_bin,35,20
gene=TUBA3C|position_bin=301-400,position_bin,35,21
gene=TUBGCP2|family=substitution:no_change,family,35,21
gene=TUBGCP2|subfamily=no_change,subfamily,35,21
gene=UQCRFS1|family=substitution:missense,family,35,15
gene=UQCRFS1|subfamily=missense,subfamily,35,15
gene=ZC3H12A|family=substitution:missense,family,35,32
gene=ZC3H12A|subfamily=missense,subfamily,35,32
gene=PNN|family=substitution:missense,family,34,35
gene=PNN|subfamily=missense,subfamily,34,35
gene=SULF2|family=substitution:no_change,family,34,35
gene=SULF2|subfamily=no_change,subfamily,34,35
gene=CYP2E1|family=substitution:missense,family,33,35
gene=CYP2E1|subfamily=missense,subfamily,33,35
gene=ECM1|family=substitution:missense,family,33,35
gene=ECM1|subfamily=missense,subfamily,33,35
gene=SNX14|family=substitution:missense,family,33,35
gene=SNX14|subfamily=missense,subfamily,33,35
gene=MMP15|family=substitution:missense,family,32,35
gene=MMP15|subfamily=missense,subfamily,32,35
gene=HNRNPU|family=substitution:missense,family,30,35
gene=HNRNPU|subfamily=missense,subfamily,30,35
gene=SASS6|family=substitution:missense,family,29,35
gene=SASS6|subfamily=missense,subfamily,29,35
gene=PROC|family=substitution:missense,family,28,35
gene=PROC|subfamily=missense,subfamily,28,35
gene=RAP1GAP|family=substitution:missense,family,28,35
gene=RAP1GAP|subfamily=missense,subfamily,28,35
gene=MTA1|family=substitution:missense,family,27,35
gene=MTA1|subfamily=missense,subfamily,27,35
gene=PDHX|family=substitution:missense,family,26,35
gene=PDHX|subfamily=missense,subfamily,26,35
gene=TRIM5|family=substitution:missense,family,26,35
gene=TRIM5|subfamily=missense,subfamily,26,35
gene=RPS6KA2|family=substitution:no_change,family,25,35
gene=RPS6KA2|subfamily=no_change,subfamily,25,35
gene=PFKP|family=substitution:missense,family,24,35
gene=PFKP|subfamily=missense,subfamily,24,35
gene=ARHGAP27|family=substitution:missense,family,23,35
gene=ARHGAP27|subfamily=missense,subfamily,23,35
gene=PCBP1|family=substitution:missense,family,23,35
gene=PCBP1|subfamily=missense,subfamily,23,35
gene=RAP1GAP|family=substitution:no_change,family,21,35
gene=RAP1GAP|subfamily=no_change,subfamily,21,35
gene=DAAM1|family=substitution:no_change,family,20,35
gene=DAAM1|subfamily=no_change,subfamily,20,35
gene=CDH13|position_bin=101-200,position_bin,18,35
gene=RXRB|family=substitution:missense,family,18,35
gene=RXRB|subfamily=missense,subfamily,18,35
gene=TNFAIP2|family=substitution:missense,family,18,35
gene=TNFAIP2|subfamily=missense,subfamily,18,35
gene=SLC22A18|family=substitution:missense,family,17,35
gene=SLC22A18|subfamily=missense,subfamily,17,35
gene=HLA-A|family=frameshift,family,16,35
gene=HLA-A|parse_status=partial,parse_status,16,35
gene=OPRK1|position_bin=1-100,position_bin,16,35
gene=FBXW7|aa_transition=R>STOP,aa_transition,15,35
gene=SORBS2|position_bin=301-400,position_bin,15,35
gene=VPS37B|family=substitution:missense,family,15,35
gene=VPS37B|subfamily=missense,subfamily,15,35
gene=MAPK11|family=substitution:missense,family,13,35
gene=MAPK11|subfamily=missense,subfamily,13,35
gene=MYLK|position_bin=1-100,position_bin,12,35
gene=RAB34|position_bin=1-100,position_bin,12,35
gene=ATAD2|family=frameshift,family,11,35
gene=ATAD2|parse_status=partial,parse_status,11,35
gene=COIL|position_bin=101-200,position_bin,10,35
gene=PDLIM5|position_bin=201-300,position_bin,10,35
gene=SEC31A|position_bin=401-500,position_bin,10,35
gene=TCHH|position_bin=1601-1700,position_bin,10,35
gene=ABLIM1|position_bin=101-200,position_bin,9,35
gene=CDC42EP1|family=substitution:no_change,family,9,35
gene=CDC42EP1|subfamily=no_change,subfamily,9,35
gene=IL32|position_bin=1-100,position_bin,9,35
gene=IL9R|position_bin=301-400,position_bin,9,35
gene=DTX2|position_bin=401-500,position_bin,8,35
gene=FGD4|position_bin=201-300,position_bin,8,35
gene=PFKP|position_bin=401-500,position_bin,8,35
gene=WNK4|position_bin=401-500,position_bin,8,35
gene=COL6A3|position_bin=401-500,position_bin,7,35
gene=CHGA|position_bin=201-300,position_bin,6,35
gene=RAD9A|position_bin=301-400,position_bin,6,35
gene=BRAF|position_bin=1-100,position_bin,5,35
gene=OGFR|position_bin=601-700,position_bin,5,35
gene=TAF1C|position_bin=301-400,position_bin,5,35
gene=ASCL1|position_bin=1-100,position_bin,4,35
gene=KIFC3|position_bin=1-100,position_bin,4,35
gene=TCHH|aa_transition=R>L,aa_transition,4,35
gene=SLC22A18|position_bin=201-300,position_bin,3,35
gene=INHBB|aa_transition=P>P,aa_transition,2,35
gene=AR|family=deletion,family,0,35
gene=ESRRA|aa_transition=R>C,aa_transition,0,35
gene=ODF1|family=deletion,family,0,35
gene=ODF1|subfamily=residue_range:residue_aware_range,subfamily,0,35
gene=SIRT1|position_bin=1-100,position_bin,0,35
gene=SPON1|family=substitution:missense,family,0,35
gene=SPON1|subfamily=missense,subfamily,0,35
gene=SRPRA|position_bin=101-200,position_bin,0,35
gene=ABCA1|family=substitution:no_change,family,34,28
gene=ABCA1|subfamily=no_change,subfamily,34,28
gene=ABCA6|family=substitution:no_change,family,34,15
gene=ABCB11|family=substitution:no_change,family,34,29
gene=ABCB11|subfamily=no_change,subfamily,34,29
gene=ABCD1|family=substitution:missense,family,34,30
gene=ABCD1|subfamily=missense,subfamily,34,30
gene=ACSS1|family=substitution:missense,family,34,22
gene=ACSS1|subfamily=missense,subfamily,34,22
gene=ACSS2|family=substitution:missense,family,34,19
gene=ACSS2|subfamily=missense,subfamily,34,19
gene=ACTL7B|family=substitution:missense,family,34,32
gene=ACTL7B|subfamily=missense,subfamily,34,32
gene=ADSL|family=substitution:missense,family,34,24
gene=ADSL|subfamily=missense,subfamily,34,24
gene=ALDH18A1|family=substitution:missense,family,34,29
gene=ALDH18A1|subfamily=missense,subfamily,34,29
gene=ATP2B4|family=substitution:no_change,family,34,23
gene=ATP2B4|subfamily=no_change,subfamily,34,23
gene=BIRC3|family=substitution:missense,family,34,28
gene=BIRC3|subfamily=missense,subfamily,34,28
gene=BTRC|family=substitution:missense,family,34,31
gene=BTRC|subfamily=missense,subfamily,34,31
gene=CD2AP|family=substitution:missense,family,34,19
gene=CD2AP|subfamily=missense,subfamily,34,19
gene=CDH1|frameshift_grammar=short_ref_position,frameshift_grammar,34,12
gene=CDH1|subfamily=short_ref_position,subfamily,34,12
gene=CDKN2A|family=frameshift,family,34,12
gene=CDKN2A|parse_status=partial,parse_status,34,12
gene=COL5A2|family=substitution:no_change,family,34,23
gene=COL5A2|subfamily=no_change,subfamily,34,23
gene=CREBBP|position_bin=1401-1500,position_bin,34,14
gene=CRP|family=substitution:missense,family,34,17
gene=CRP|subfamily=missense,subfamily,34,17
gene=DAB2|family=substitution:no_change,family,34,14
gene=DAB2|subfamily=no_change,subfamily,34,14
gene=DCC|position_bin=501-600,position_bin,34,9
gene=DHCR7|family=substitution:missense,family,34,17
gene=DHCR7|subfamily=missense,subfamily,34,17
gene=DHX15|family=substitution:missense,family,34,24
gene=DHX15|subfamily=missense,subfamily,34,24
gene=EED|family=substitution:missense,family,34,16
gene=EED|subfamily=missense,subfamily,34,16
gene=ENTPD7|family=substitution:missense,family,34,31
gene=ENTPD7|subfamily=missense,subfamily,34,31
gene=EPHB4|family=substitution:no_change,family,34,31
gene=EPHB4|subfamily=no_change,subfamily,34,31
gene=EPHX2|family=substitution:missense,family,34,23
gene=EPHX2|subfamily=missense,subfamily,34,23
gene=FBXW11|family=substitution:missense,family,34,26
gene=FBXW11|subfamily=missense,subfamily,34,26
gene=GBF1|family=substitution:no_change,family,34,18
gene=GBF1|subfamily=no_change,subfamily,34,18
gene=GCKR|family=substitution:missense,family,34,32
gene=GCKR|subfamily=missense,subfamily,34,32
gene=GCK|family=substitution:missense,family,34,33
gene=GCK|subfamily=missense,subfamily,34,33
gene=HSPA2|family=substitution:missense,family,34,33
gene=HSPA2|subfamily=missense,subfamily,34,33
gene=HSPA9|family=substitution:missense,family,34,8
gene=HSPA9|subfamily=missense,subfamily,34,8
gene=IL1R2|family=substitution:missense,family,34,27
gene=IL1R2|subfamily=missense,subfamily,34,27
gene=KALRN|position_bin=1201-1300,position_bin,34,10
gene=KIF2A|family=substitution:missense,family,34,29
gene=KIF2A|subfamily=missense,subfamily,34,29
gene=KIF3C|family=substitution:missense,family,34,26
gene=KIF3C|subfamily=missense,subfamily,34,26
gene=LEPR|family=substitution:no_change,family,34,14
gene=LEPR|subfamily=no_change,subfamily,34,14
gene=LRRC15|family=substitution:no_change,family,34,20
gene=LRRC15|subfamily=no_change,subfamily,34,20
gene=MARK3|family=substitution:missense,family,34,18
gene=MARK3|subfamily=missense,subfamily,34,18
gene=MED13L|family=substitution:no_change,family,34,24
