gene,n_rows_train,mutated_cell_rate_train,token_total_train,tokens_per_row_mean_train,tokens_per_row_median_train,tokens_per_row_p95_train,complex_token_fraction_train,n_rows_test,mutated_cell_rate_test,token_total_test,tokens_per_row_mean_test,tokens_per_row_median_test,tokens_per_row_p95_test,complex_token_fraction_test,mutated_cell_rate_diff,token_mean_ratio_test_over_train,complex_fraction_diff,token_total_ratio_test_over_train,abs_shift_score
NOTCH3,6201,0.02983389775842606,227,0.036606998871149814,0.0,0.0,0.0,2546,0.06834249803613511,180,0.07069913589945012,0.0,1.0,0.011111111111111112,0.038508600277709054,1.9313010648127322,0.011111111111111112,0.7929515418502202,0.4319189047212221
RABGAP1,6201,0.013223673601032092,92,0.014836316723109175,0.0,0.0,0.010869565217391304,2546,0.028672427336999214,75,0.02945797329143755,0.0,0.0,0.02666666666666667,0.015448753735967121,1.9855314389152636,0.015797101449275364,0.8152173913043478,0.4318764421107735
CTSK,6201,0.0024189646831156266,16,0.002580228995323335,0.0,0.0,0.0,2546,0.004713275726630008,12,0.004713275726630008,0.0,0.0,0.08333333333333333,0.0022943110435143816,1.8266889238020425,0.08333333333333333,0.75,0.4315864989081764
MRPL35,6201,0.002580228995323335,16,0.002580228995323335,0.0,0.0,0.0,2546,0.004713275726630008,12,0.004713275726630008,0.0,0.0,0.08333333333333333,0.002133046731306673,1.8266889238020425,0.08333333333333333,0.75,0.4314252345959687
NOS1,6201,0.036284470246734396,313,0.05047572972101274,0.0,0.0,0.0,2546,0.06166535742340927,248,0.0974076983503535,0.0,1.0,0.024193548387096774,0.025380887176674874,1.9297927714713803,0.024193548387096774,0.792332268370607,0.43135894907128863
EIF4A2,6201,0.008385744234800839,56,0.009030801483631673,0.0,0.0,0.0,2546,0.01728201099764336,44,0.01728201099764336,0.0,0.0,0.045454545454545456,0.008896266762842522,1.9136741106497586,0.045454545454545456,0.7857142857142857,0.43061849743504105
PSMD3,6201,0.0077406869859700045,50,0.008063215610385421,0.0,0.0,0.0,2546,0.015318146111547526,39,0.015318146111547526,0.0,0.0,0.05128205128205128,0.007577459125577521,1.8997564807541243,0.05128205128205128,0.78,0.43033909116050284
CNTFR,6201,0.004837929366231253,35,0.005644250927269795,0.0,0.0,0.0,2546,0.010997643362136685,28,0.010997643362136685,0.0,0.0,0.03571428571428571,0.006159713995905432,1.9484681853888455,0.03571428571428571,0.8,0.4300125954500117
TP53INP1,6201,0.003709079180777294,24,0.0038703434929850023,0.0,0.0,0.0,2546,0.006677140612725845,17,0.006677140612725845,0.0,0.0,0.11764705882352941,0.002968061431948551,1.7252062058130402,0.11764705882352941,0.7083333333333334,0.4300120368057657
KCNMB1,6201,0.0041928721174004195,26,0.0041928721174004195,0.0,0.0,0.0,2546,0.00864100549882168,22,0.00864100549882168,0.0,0.0,0.0,0.004448133381421261,2.0608798114689706,0.0,0.8461538461538461,0.4300033475476849
NMI,6201,0.004031607805192711,26,0.0041928721174004195,0.0,0.0,0.0,2546,0.008248232521602514,22,0.00864100549882168,0.0,0.0,0.0,0.004216624716409803,2.0608798114689706,0.0,0.8461538461538461,0.42977183888267345
ACOT8,6201,0.004515400741815836,32,0.00516045799064667,0.0,0.0,0.0,2546,0.010604870384917517,27,0.010604870384917517,0.0,0.0,0.0,0.0060894696431016805,2.0550250392772975,0.0,0.84375,0.42973007783590816
PLAUR,6201,0.005482986615062087,38,0.00612804386389292,0.0,0.0,0.02631578947368421,2546,0.007462686567164179,31,0.012175962293794187,0.0,0.0,0.0,0.001979699952102092,1.9869247943109936,-0.02631578947368421,0.8157894736842105,0.4293926701166285
SRP9,6201,0.001128850185453959,7,0.001128850185453959,0.0,0.0,0.0,2546,0.0015710919088766694,4,0.0015710919088766694,0.0,0.0,0.25,0.0004422417234227103,1.391762989563461,0.25,0.5714285714285714,0.4293258077119963
CENPJ,6201,0.01435252378648605,106,0.017094017094017096,0.0,0.0,0.0,2546,0.031029065200314218,80,0.031421838177533384,0.0,0.0,0.0625,0.01667654141382817,1.8381775333857029,0.0625,0.7547169811320755,0.4291914934441165
NPR2,6201,0.013223673601032092,102,0.01644895984518626,0.0,0.0,0.0,2546,0.021602513747054203,81,0.03181461115475255,0.0,0.0,0.037037037037037035,0.008378840146022111,1.9341412134374565,0.037037037037037035,0.7941176470588235,0.428683505191642
CX3CL1,6201,0.00612804386389292,39,0.006289308176100629,0.0,0.0,0.0,2546,0.009033778476040848,33,0.012961508248232521,0.0,0.0,0.0,0.002905734612147928,2.0608798114689706,0.0,0.8461538461538461,0.42846094877841157
SLC4A1,6201,0.015481373971940009,107,0.0172552814062248,0.0,0.0,0.0,2546,0.03338570306362922,87,0.034171249018067555,0.0,0.0,0.011494252873563218,0.017904329091689215,1.9803356557106255,0.011494252873563218,0.8130841121495327,0.4282873317241512
LITAF,6201,0.0019351717464925011,13,0.0020964360587002098,0.0,0.0,0.0,2546,0.00432050274941084,11,0.00432050274941084,0.0,0.0,0.0,0.0023853310029183393,2.0608798114689706,0.0,0.8461538461538461,0.42794054516918195
ATP6V0C,6201,0.0019351717464925011,13,0.0020964360587002098,0.0,0.0,0.0,2546,0.003927729772191673,11,0.00432050274941084,0.0,0.0,0.0,0.001992558025699172,2.0608798114689706,0.0,0.8461538461538461,0.4275477721919628
MAML1,6201,0.011449766166747298,80,0.012901144976616674,0.0,0.0,0.0,2546,0.02513747054202671,65,0.025530243519245877,0.0,0.0,0.015384615384615385,0.013687704375279412,1.978913000785546,0.015384615384615385,0.8125,0.427483608337322
AOC3,6201,0.012739880664408966,89,0.01435252378648605,0.0,0.0,0.0,2546,0.021602513747054203,73,0.028672427336999214,0.0,0.0,0.0136986301369863,0.008862633082645238,1.997727212547552,0.0136986301369863,0.8202247191011236,0.4272684883895785
MMP11,6201,0.00725689404934688,49,0.007901951298177712,0.0,0.0,0.0,2546,0.01610369206598586,41,0.01610369206598586,0.0,0.0,0.0,0.008846798016638978,2.0379386632893532,0.0,0.8367346938775511,0.42687883159411805
TNFSF15,6201,0.005644250927269795,42,0.006773101112723754,0.0,0.0,0.0,2546,0.007069913589945012,34,0.01335428122545169,0.0,0.0,0.029411764705882353,0.001425662662675217,1.971664235214903,0.029411764705882353,0.8095238095238095,0.42681239124379755
IL1RL1,6201,0.010965973230124174,80,0.012901144976616674,0.0,0.0,0.0,2546,0.018853102906520033,67,0.02631578947368421,0.0,0.0,0.0,0.007887129676395859,2.0398026315789473,0.0,0.8375,0.4265325386042235
ARHGAP10,6201,0.008869537171423964,63,0.010159651669085631,0.0,0.0,0.0,2546,0.019638648860958365,51,0.020031421838177535,0.0,0.0,0.0196078431372549,0.010769111689534401,1.9716642352149032,0.0196078431372549,0.8095238095238095,0.4263519187020293
DCLRE1B,6201,0.007095629737139171,50,0.008063215610385421,0.0,0.0,0.0,2546,0.010604870384917517,39,0.015318146111547526,0.0,0.0,0.05128205128205128,0.003509240647778346,1.8997564807541243,0.05128205128205128,0.78,0.42627087268270364
LPL,6201,0.009030801483631673,62,0.009998387356877922,0.0,0.0,0.0,2546,0.018460329929300863,47,0.018460329929300863,0.0,0.0,0.06382978723404255,0.00942952844566919,1.8463307401870106,0.06382978723404255,0.7580645161290323,0.4261428403286995
CLGN,6201,0.009675858732462506,70,0.01128850185453959,0.0,0.0,0.0,2546,0.018853102906520033,52,0.0204241948153967,0.0,0.0,0.07692307692307693,0.009177244174057526,1.8092918864324994,0.07692307692307693,0.7428571428571429,0.42588559441523094
PLOD2,6201,0.011127237542331882,75,0.012094823415578132,0.0,0.0,0.0,2546,0.0192458758837392,58,0.022780832678711706,0.0,0.0,0.05172413793103448,0.008118638341407317,1.8835192458758838,0.05172413793103448,0.7733333333333333,0.4257071042479928
KCNMB2,6201,0.005321722302854378,34,0.005482986615062087,0.0,0.0,0.0,2546,0.010604870384917517,27,0.010604870384917517,0.0,0.0,0.037037037037037035,0.005283148082063139,1.9341412134374565,0.037037037037037035,0.7941176470588235,0.425587813127683
KLF3,6201,0.008063215610385421,56,0.009030801483631673,0.0,0.0,0.0,2546,0.01610369206598586,42,0.016496465043205028,0.0,0.0,0.07142857142857142,0.008040476455600437,1.8266889238020425,0.07142857142857142,0.75,0.42542790241550055
ARAP3,6201,0.017900338655055636,134,0.02160941783583293,0.0,0.0,0.007462686567164179,2546,0.04241948153967007,109,0.04281225451688924,0.0,0.0,0.009174311926605505,0.02451914288461443,1.9811850019345536,0.0017116253594413261,0.8134328358208955,0.4254044608148479
GPR87,6201,0.007418158361554588,50,0.008063215610385421,0.0,0.0,0.0,2546,0.014139827179890024,37,0.014532600157109192,0.0,0.0,0.08108108108108109,0.006721668818335436,1.8023330714846821,0.08108108108108109,0.74,0.4251078793850077
AEN,6201,0.0038703434929850023,25,0.004031607805192711,0.0,0.0,0.0,2546,0.008248232521602514,21,0.008248232521602514,0.0,0.0,0.0,0.004377889028617512,2.0458915946582876,0.0,0.84,0.42502437289870104
NDUFA6,6201,0.0024189646831156266,15,0.0024189646831156266,0.0,0.0,0.0,2546,0.00432050274941084,11,0.00432050274941084,0.0,0.0,0.09090909090909091,0.0019015380662952136,1.7860958366064412,0.09090909090909091,0.7333333333333333,0.424304722537635
RBP1,6201,0.003709079180777294,25,0.004031607805192711,0.0,0.0,0.0,2546,0.007069913589945012,21,0.008248232521602514,0.0,0.0,0.0,0.003360834409167718,2.0458915946582876,0.0,0.84,0.42400731827925126
SLC25A12,6201,0.009353330108047089,60,0.009675858732462506,0.0,0.0,0.016666666666666666,2546,0.016496465043205028,43,0.016889238020424194,0.0,0.0,0.11627906976744186,0.00714313493515794,1.7455027494108404,0.0996124031007752,0.7166666666666667,0.4235725666367313
SLC2A4,6201,0.007418158361554588,49,0.007901951298177712,0.0,0.0,0.02040816326530612,2546,0.015318146111547526,39,0.015318146111547526,0.0,0.0,0.05128205128205128,0.007899987749992938,1.938527021177678,0.03087388801674516,0.7959183673469388,0.4235351378034595
ITGB1,6201,0.010965973230124174,74,0.011933559103370425,0.0,0.0,0.0,2546,0.021602513747054203,55,0.021602513747054203,0.0,0.0,0.07272727272727272,0.01063654051693003,1.8102322668308528,0.07272727272727272,0.7432432432432432,0.4234837698491697
PEX2,6201,0.005805515239477504,37,0.0059667795516852125,0.0,0.0,0.0,2546,0.009426551453260016,26,0.01021209740769835,0.0,0.0,0.11538461538461539,0.0036210362137825127,1.7114923250037153,0.11538461538461539,0.7027027027027027,0.42335762779819175
TLR3,6201,0.01225608772778584,90,0.01451378809869376,0.0,0.0,0.0,2546,0.025923016496465043,68,0.02670856245090338,0.0,0.0,0.058823529411764705,0.013666928768679202,1.8402199528672427,0.058823529411764705,0.7555555555555555,0.42322477498734795
XK,6201,0.006773101112723754,44,0.007095629737139171,0.0,0.0,0.0,2546,0.010997643362136685,30,0.01178318931657502,0.0,0.0,0.13333333333333333,0.004224542249412931,1.660626294365493,0.13333333333333333,0.6818181818181818,0.4229722391122245
KPNA2,6201,0.00612804386389292,42,0.006773101112723754,0.0,0.0,0.0,2546,0.013747054202670856,35,0.013747054202670856,0.0,0.0,0.0,0.007619010338777935,2.029654359780047,0.0,0.8333333333333334,0.4229203701134749
CELSR1,6201,0.03612320593452669,274,0.04418642154491211,0.0,0.0,0.0,2546,0.07894736842105263,207,0.08130400628436764,0.0,1.0,0.028985507246376812,0.04282416248652594,1.840022419596218,0.028985507246376812,0.7554744525547445,0.4224744355389333
HSD17B2,6201,0.004676665054023544,36,0.005805515239477504,0.0,0.0,0.0,2546,0.01178318931657502,30,0.01178318931657502,0.0,0.0,0.0,0.007106524262551475,2.029654359780047,0.0,0.8333333333333334,0.42240788403724844
CDC6,6201,0.00612804386389292,41,0.006611836800516046,0.0,0.0,0.0,2546,0.012175962293794187,31,0.012175962293794187,0.0,0.0,0.06451612903225806,0.006047918429901267,1.8415400532638475,0.06451612903225806,0.7560975609756098,0.4217630443748524
CYC1,6201,0.00516045799064667,33,0.005321722302854378,0.0,0.0,0.0,2546,0.01021209740769835,26,0.01021209740769835,0.0,0.0,0.038461538461538464,0.005051639417051681,1.9189459401556812,0.038461538461538464,0.7878787878787878,0.4215885690313493
ERN1,6201,0.010643444605708756,77,0.01241735203999355,0.0,0.0,0.0,2546,0.02356637863315004,62,0.024351924587588374,0.0,0.0,0.016129032258064516,0.012922934027441282,1.9611205762030586,0.016129032258064516,0.8051948051948052,0.4214725554624096
TRA2B,6201,0.00612804386389292,39,0.006289308176100629,0.0,0.0,0.02564102564102564,2546,0.00864100549882168,29,0.011390416339355853,0.0,0.0,0.10344827586206896,0.00251296163492876,1.8110761979575805,0.07780725022104332,0.7435897435897436,0.42074042991727245
GNAI3,6201,0.004515400741815836,30,0.004837929366231253,0.0,0.0,0.0,2546,0.009819324430479183,25,0.009819324430479183,0.0,0.0,0.0,0.005303923688663346,2.029654359780047,0.0,0.8333333333333334,0.4206052834633603
LTBP2,6201,0.023060796645702306,179,0.02886631188517981,0.0,0.0,0.0,2546,0.053809897879025924,142,0.05577376276512176,0.0,1.0,0.007042253521126761,0.03074910123332362,1.9321402397012293,0.007042253521126761,0.7932960893854749,0.4203767878053538
PLK3,6201,0.0077406869859700045,52,0.008385744234800839,0.0,0.0,0.0,2546,0.015710919088766692,40,0.015710919088766692,0.0,0.0,0.05,0.007970232102796689,1.873527101335428,0.05,0.7692307692307693,0.4203632819362559
SDC4,6201,0.00306402193194646,24,0.0038703434929850023,0.0,0.0,0.0,2546,0.007855459544383346,20,0.007855459544383346,0.0,0.0,0.0,0.004791437612436886,2.029654359780047,0.0,0.8333333333333334,0.42009279738713384
MYBPC3,6201,0.014191259474278342,101,0.01628769553297855,0.0,0.0,0.0,2546,0.030243519245875882,78,0.030636292223095052,0.0,0.0,0.038461538461538464,0.016052259771597542,1.8809470106476478,0.038461538461538464,0.7722772277227723,0.41948568091210886
GPNMB,6201,0.009837123044670215,67,0.010804708917916465,0.0,0.0,0.0,2546,0.01767478397486253,54,0.021209740769835034,0.0,0.0,0.018518518518518517,0.007837660930192315,1.9630089927424932,0.018518518518518517,0.8059701492537313,0.41941430248824185
CENPE,6201,0.02547976132881793,216,0.03483309143686502,0.0,0.0,0.0,2546,0.0420267085624509,164,0.06441476826394343,0.0,0.0,0.04878048780487805,0.01654694723363297,1.8492406389107094,0.04878048780487805,0.7592592592592593,0.4192327707695487
TMEM176A,6201,0.00516045799064667,38,0.00612804386389292,0.0,0.0,0.0,2546,0.011390416339355853,30,0.01178318931657502,0.0,0.0,0.03333333333333333,0.006229958348709183,1.922830446107413,0.03333333333333333,0.7894736842105263,0.4189685887632085
TANK,6201,0.005644250927269795,38,0.00612804386389292,0.0,0.0,0.0,2546,0.01178318931657502,30,0.01178318931657502,0.0,0.0,0.03333333333333333,0.006138938389305224,1.922830446107413,0.03333333333333333,0.7894736842105263,0.41887756880380456
XIAP,6201,0.005805515239477504,40,0.006450572488308337,0.0,0.0,0.0,2546,0.01178318931657502,30,0.01178318931657502,0.0,0.0,0.06666666666666667,0.0059776740770975155,1.8266889238020423,0.06666666666666667,0.75,0.4186031952750929
TATDN2,6201,0.009675858732462506,71,0.011449766166747298,0.0,0.0,0.0,2546,0.020031421838177535,52,0.0204241948153967,0.0,0.0,0.07692307692307693,0.010355563105715029,1.7838089021165486,0.07692307692307693,0.7323943661971831,0.4179515581039609
UBA2,6201,0.0077406869859700045,54,0.008708272859216255,0.0,0.0,0.0,2546,0.016496465043205028,43,0.016889238020424194,0.0,0.0,0.023255813953488372,0.008755778057235025,1.9394474993453785,0.023255813953488372,0.7962962962962963,0.4170860497484507
DNAJB8,6201,0.0059667795516852125,45,0.00725689404934688,0.0,0.0,0.0,2546,0.01335428122545169,34,0.01335428122545169,0.0,0.0,0.058823529411764705,0.007387501673766477,1.8402199528672427,0.058823529411764705,0.7555555555555555,0.4169453478924352
PDLIM4,6201,0.005644250927269795,35,0.005644250927269795,0.0,0.0,0.0,2546,0.010997643362136685,29,0.011390416339355853,0.0,0.0,0.0,0.00535339243486689,2.0180563348670186,0.0,0.8285714285714286,0.41681923833762435
MTHFD1,6201,0.010804708917916465,70,0.01128850185453959,0.0,0.0,0.0,2546,0.021602513747054203,56,0.02199528672427337,0.0,0.0,0.017857142857142856,0.010797804829137739,1.9484681853888455,0.017857142857142856,0.8,0.41679354342610114
CNIH2,6201,0.0020964360587002098,14,0.002257700370907918,0.0,0.0,0.0,2546,0.003927729772191673,10,0.003927729772191673,0.0,0.0,0.1,0.0018312937134914633,1.739703736954326,0.1,0.7142857142857143,0.4165339025084232
PDK4,6201,0.006450572488308337,45,0.00725689404934688,0.0,0.0,0.0,2546,0.01335428122545169,34,0.01335428122545169,0.0,0.0,0.058823529411764705,0.006903708737143352,1.8402199528672427,0.058823529411764705,0.7555555555555555,0.4164615549558121
ABCA3,6201,0.021286889211417512,163,0.026286082889856476,0.0,0.0,0.0,2546,0.04831107619795758,126,0.04948939512961508,0.0,0.0,0.023809523809523808,0.02702418698654007,1.8827223263726571,0.023809523809523808,0.7730061349693251,0.4164216301271571
FPR1,6201,0.008708272859216255,71,0.011449766166747298,0.0,0.0,0.0,2546,0.022780832678711706,58,0.022780832678711706,0.0,0.0,0.0,0.01407255981949545,1.9896330062069196,0.0,0.8169014084507042,0.41607601872990246
GLUL,6201,0.006289308176100629,41,0.006611836800516046,0.0,0.0,0.0,2546,0.01021209740769835,27,0.010604870384917517,0.0,0.0,0.14814814814814814,0.003922789231597721,1.603921981874964,0.14814814814814814,0.6585365853658537,0.41594251983977737
GREB1,6201,0.02773746169972585,222,0.03580067731011127,0.0,0.0,0.0045045045045045045,2546,0.06520031421838178,170,0.06677140612725845,0.0,1.0,0.023529411764705882,0.03746285251865593,1.8650877900681515,0.01902490726020138,0.7657657657657657,0.4159395711737951
CDCA8,6201,0.0027414933075310434,20,0.0032252862441541686,0.0,0.0,0.0,2546,0.00589159465828751,15,0.00589159465828751,0.0,0.0,0.06666666666666667,0.003150101350756466,1.8266889238020423,0.06666666666666667,0.75,0.41577562254875183
SLC27A1,6201,0.008385744234800839,56,0.009030801483631673,0.0,0.0,0.0,2546,0.018067556952081697,46,0.018067556952081697,0.0,0.0,0.0,0.009681812717280858,2.000659297497475,0.0,0.8214285714285714,0.41536666251296384
XPO1,6201,0.009837123044670215,74,0.011933559103370425,0.0,0.0,0.0,2546,0.02199528672427337,59,0.023173605655930872,0.0,0.0,0.01694915254237288,0.012158163679603155,1.9418855226003693,0.01694915254237288,0.7972972972972973,0.41501084566353086
TOP2A,6201,0.01241735203999355,93,0.014997581035316884,0.0,0.0,0.0,2546,0.029065200314218383,74,0.029065200314218383,0.0,0.0,0.013513513513513514,0.016647848274224834,1.937992549983529,0.013513513513513514,0.7956989247311828,0.41474072323205985
RDH11,6201,0.004031607805192711,26,0.0041928721174004195,0.0,0.0,0.0,2546,0.006284367635506678,20,0.007855459544383346,0.0,0.0,0.05,0.002252759830313967,1.873527101335428,0.05,0.7692307692307693,0.4146458096637732
NOP56,6201,0.007418158361554588,55,0.008869537171423964,0.0,0.0,0.0,2546,0.016496465043205028,42,0.016496465043205028,0.0,0.0,0.047619047619047616,0.00907830668165044,1.8599014496893524,0.047619047619047616,0.7636363636363637,0.4143373398282422
PROS1,6201,0.01661022415739397,118,0.019029188840509595,0.0,0.0,0.0,2546,0.022780832678711706,91,0.03574234092694423,0.0,0.0,0.04395604395604396,0.0061706085213177365,1.8782903058303488,0.04395604395604396,0.7711864406779662,0.4141759459801113
SERINC1,6201,0.004999193678438961,31,0.004999193678438961,0.0,0.0,0.0,2546,0.009426551453260016,24,0.009426551453260016,0.0,0.0,0.041666666666666664,0.004427357774821055,1.8856143729569472,0.041666666666666664,0.7741935483870968,0.4126846754012492
GEM,6201,0.006934365424931463,47,0.0075794226737622965,0.0,0.0,0.0,2546,0.014532600157109192,37,0.014532600157109192,0.0,0.0,0.02702702702702703,0.007598234732177729,1.9173756079624276,0.02702702702702703,0.7872340425531915,0.4121625289521371
NPM1,6201,0.009030801483631673,57,0.009192065795839382,0.0,0.0,0.0,2546,0.010997643362136685,44,0.01728201099764336,0.0,0.0,0.045454545454545456,0.001966841878505012,1.8801008806383592,0.045454545454545456,0.7719298245614035,0.41209952830692387
USP11,6201,0.01225608772778584,89,0.01435252378648605,0.0,0.0,0.0,2546,0.027101335428122545,69,0.027101335428122545,0.0,0.0,0.028985507246376812,0.014845247700336704,1.888262707750426,0.028985507246376812,0.7752808988764045,0.41133875656780083
ACVR1,6201,0.006289308176100629,44,0.007095629737139171,0.0,0.0,0.0,2546,0.014139827179890024,36,0.014139827179890024,0.0,0.0,0.0,0.007850519003789394,1.9927515532385918,0.0,0.8181818181818182,0.41089655459350005
PREX1,6201,0.0267698758264796,204,0.03289791969037252,0.0,0.0,0.0,2546,0.0589159465828751,153,0.0600942655145326,0.0,1.0,0.032679738562091505,0.0321460707563955,1.8266889238020423,0.032679738562091505,0.75,0.4107846638498157
KLHDC3,6201,0.005805515239477504,36,0.005805515239477504,0.0,0.0,0.0,2546,0.010997643362136685,28,0.010997643362136685,0.0,0.0,0.03571428571428571,0.005192128122659181,1.894344069128044,0.03571428571428571,0.7777777777777778,0.410517744926647
LAPTM5,6201,0.0038703434929850023,28,0.004515400741815836,0.0,0.0,0.0,2546,0.00864100549882168,23,0.009033778476040848,0.0,0.0,0.0,0.0047706620058366785,2.000659297497475,0.0,0.8214285714285714,0.4104555118015197
GLDC,6201,0.013223673601032092,91,0.014675052410901468,0.0,0.0,0.0,2546,0.027101335428122545,69,0.027101335428122545,0.0,0.0,0.043478260869565216,0.013877661827090453,1.8467624284592077,0.043478260869565216,0.7582417582417582,0.4103911006772285
ZNF639,6201,0.00516045799064667,36,0.005805515239477504,0.0,0.0,0.0,2546,0.01021209740769835,28,0.010997643362136685,0.0,0.0,0.03571428571428571,0.005051639417051681,1.894344069128044,0.03571428571428571,0.7777777777777778,0.4103772562210395
ITGA5,6201,0.012739880664408966,103,0.01661022415739397,0.0,0.0,0.0,2546,0.02945797329143755,75,0.02945797329143755,0.0,0.0,0.06666666666666667,0.016718092627028586,1.7734843920408179,0.06666666666666667,0.7281553398058253,0.41034201169936324
CLCA2,6201,0.012578616352201259,93,0.014997581035316884,0.0,0.0,0.0,2546,0.02945797329143755,75,0.02945797329143755,0.0,0.0,0.0,0.01687935693923629,1.9641816384968198,0.0,0.8064516129032258,0.4103331634796305
GNG12,6201,0.002580228995323335,17,0.0027414933075310434,0.0,0.0,0.0,2546,0.0054988216810683424,14,0.0054988216810683424,0.0,0.0,0.0,0.0029185926857450075,2.0057760731943994,0.0,0.8235294117647058,0.4103072073998506
C8B,6201,0.017900338655055636,139,0.022415739396871474,0.0,0.0,0.0,2546,0.018853102906520033,100,0.03927729772191673,0.0,0.0,0.09,0.0009527642514643962,1.7522195911770189,0.09,0.7194244604316546,0.4102132938849026
TNFAIP3,6201,0.010965973230124174,72,0.011611030478955007,0.0,0.0,0.0,2546,0.022388059701492536,57,0.022388059701492536,0.0,0.0,0.017543859649122806,0.011422086471368362,1.9281716417910446,0.017543859649122806,0.7916666666666666,0.41019698077175215
GINS2,6201,0.0027414933075310434,17,0.0027414933075310434,0.0,0.0,0.0,2546,0.0054988216810683424,14,0.0054988216810683424,0.0,0.0,0.0,0.002757328373537299,2.0057760731943994,0.0,0.8235294117647058,0.4101459430876429
IPO7,6201,0.010482180293501049,69,0.011127237542331882,0.0,0.0,0.0,2546,0.01728201099764336,44,0.01728201099764336,0.0,0.0,0.1590909090909091,0.006799830704142312,1.5531268144403838,0.1590909090909091,0.6376811594202898,0.4100623689754084
LRRC8C,6201,0.010482180293501049,74,0.011933559103370425,0.0,0.0,0.0,2546,0.02199528672427337,57,0.022388059701492536,0.0,0.0,0.03508771929824561,0.011513106430772321,1.876058894715611,0.03508771929824561,0.7702702702702703,0.4098745628138938
LRPPRC,6201,0.013707466537655217,104,0.016771488469601678,0.0,0.0,0.028846153846153848,2546,0.03220738413197172,83,0.03260015710919089,0.0,0.0,0.024096385542168676,0.0184999175943165,1.9437843676355067,-0.004749768303985172,0.7980769230769231,0.4097984588334367
EPHB2,6201,0.02144815352362522,162,0.026124818577648767,0.0,0.0,0.0,2546,0.03809897879025923,129,0.05066771406127259,0.0,0.0,0.007751937984496124,0.01665082526663401,1.9394474993453785,0.007751937984496124,0.7962962962962963,0.4094772209888574
IL2RB,6201,0.008708272859216255,59,0.009514594420254797,0.0,0.0,0.0,2546,0.018853102906520033,48,0.018853102906520033,0.0,0.0,0.0,0.010144830047303778,1.9814930698869615,0.0,0.8135593220338984,0.40942185469437814
TSPAN8,6201,0.0059667795516852125,41,0.006611836800516046,0.0,0.0,0.0,2546,0.012175962293794187,32,0.012568735271013355,0.0,0.0,0.03125,0.006209182742108975,1.9009445711110686,0.03125,0.7804878048780488,0.4093484003174758
EXOC2,6201,0.011127237542331882,79,0.012739880664408966,0.0,0.0,0.0,2546,0.022780832678711706,61,0.023959151610369208,0.0,0.0,0.03278688524590164,0.011653595136379823,1.8806417612139172,0.03278688524590164,0.7721518987341772,0.40930640290126963
E2F8,6201,0.012901144976616674,86,0.013868730849862926,0.0,0.0,0.0,2546,0.02199528672427337,60,0.02356637863315004,0.0,0.0,0.1,0.009094141747656695,1.6992455105135278,0.1,0.6976744186046512,0.40891925459666384
TMEM50A,6201,0.0027414933075310434,19,0.00306402193194646,0.0,0.0,0.0,2546,0.0054988216810683424,14,0.0054988216810683424,0.0,0.0,0.07142857142857142,0.002757328373537299,1.7946417497002523,0.07142857142857142,0.7368421052631579,0.4087426422137515
NFKBIE,6201,0.0043541364296081275,30,0.004837929366231253,0.0,0.0,0.0,2546,0.009033778476040848,23,0.009033778476040848,0.0,0.0,0.043478260869565216,0.004679642046432721,1.8672820109976433,0.043478260869565216,0.7666666666666667,0.40837526891149484
LSM1,6201,0.0020964360587002098,13,0.0020964360587002098,0.0,0.0,0.0,2546,0.003534956794972506,9,0.003534956794972506,0.0,0.0,0.1111111111111111,0.0014385207362722962,1.6861743912018852,0.1111111111111111,0.6923076923076923,0.4075204732681823
FEZ1,6201,0.005805515239477504,38,0.00612804386389292,0.0,0.0,0.0,2546,0.012175962293794187,31,0.012175962293794187,0.0,0.0,0.0,0.0063704470543166835,1.9869247943109936,0.0,0.8157894736842105,0.4074676277451589
AZGP1,6201,0.00516045799064667,35,0.005644250927269795,0.0,0.0,0.0,2546,0.01021209740769835,27,0.010604870384917517,0.0,0.0,0.037037037037037035,0.005051639417051681,1.878880035910672,0.037037037037037035,0.7714285714285715,0.40634283799004906
CCR5,6201,0.006450572488308337,47,0.0075794226737622965,0.0,0.0,0.0,2546,0.013747054202670856,35,0.013747054202670856,0.0,0.0,0.05714285714285714,0.007296481714362518,1.8137336832077016,0.05714285714285714,0.7446808510638298,0.4058044725704253
CPQ,6201,0.00822447992259313,54,0.008708272859216255,0.0,0.0,0.0,2546,0.014925373134328358,39,0.015318146111547526,0.0,0.0,0.07692307692307693,0.006700893211735228,1.759033778476041,0.07692307692307693,0.7222222222222222,0.4053573277492213
ATF4,6201,0.006450572488308337,40,0.006450572488308337,0.0,0.0,0.0,2546,0.012175962293794187,31,0.012175962293794187,0.0,0.0,0.03225806451612903,0.00572538980548585,1.887578554595444,0.03225806451612903,0.775,0.40525455429422996
RNF11,6201,0.0016126431220770843,11,0.0017739074342847927,0.0,0.0,0.0,2546,0.003534956794972506,9,0.003534956794972506,0.0,0.0,0.0,0.0019223136728954216,1.9927515532385918,0.0,0.8181818181818182,0.40496834926260605
HS6ST2,6201,0.007901951298177712,58,0.009353330108047089,0.0,0.0,0.0,2546,0.01610369206598586,47,0.018460329929300863,0.0,0.0,0.0,0.008201740767808146,1.9736638946826666,0.0,0.8103448275862069,0.40484938729385495
